FirstName,LastName,EmployeeClassificationType,DOB,JobFunctionDescription,State,GenderCode,LocationCode,RaceDesc,MaritalDesc
Aubrey,Kim,Part-Time,14-08-1977,Tower Hand,MA,Male,93199,Asian,Divorced
Edward,Love,Full-Time,12-09-1953,Flagger,MA,Male,39796,Asian,Widowed
Paisley,Avery,Part-Time,02-02-1949,Supervisor,MA,Female,10875,Other,Single
Kaiden,Leblanc,Temporary,30-12-2000,Project Manager,MA,Female,33720,Other,Married
Shania,Bauer,Full-Time,11-01-1984,Laborer,MA,Female,50647,Other,Divorced
Danna,Hines,Temporary,29-12-1950,Project Manager,MA,Female,33776,White,Divorced
Bennett,Bowen,Full-Time,30-11-1948,Administration,MA,Female,24552,Other,Married
Gianna,Lopez,Full-Time,02-10-1994,Technician,MA,Female,6933,Hispanic,Divorced
Azaria,Young,Full-Time,12-03-1992,Laborer,MA,Female,3012,White,Single
Aydin,Bautista,Part-Time,08-12-1982,Laborer,MA,Female,60993,Asian,Married
Antoine,Schaefer,Full-Time,21-06-1942,Technician,MA,Female,10504,Black,Single
Milagros,Cobb,Full-Time,19-07-2000,Technician,MA,Female,11397,Hispanic,Widowed
Jean,Duffy,Part-Time,09-05-1953,Project Manager,MA,Male,96208,Asian,Divorced
Campbell,Doyle,Part-Time,26-02-1970,Director,MA,Male,76607,White,Divorced
Deven,Vincent,Temporary,02-09-1944,Technician,MA,Female,6668,Hispanic,Divorced
Evangeline,Downs,Temporary,19-01-1959,Shop,MA,Female,36785,Asian,Single
Kaley,Ali,Full-Time,31-10-1951,Laborer,MA,Female,16451,Black,Widowed
Madeline,Bernard,Part-Time,29-07-1991,Administration,MA,Male,96784,White,Married
Alijah,Singh,Part-Time,25-08-1995,Clerk,MA,Female,40314,White,Widowed
Ayla,Roberts,Part-Time,28-12-1986,Splicer,MA,Female,88408,White,Divorced
Isai,Mcfarland,Temporary,29-11-1998,Laborer,MA,Female,70770,Hispanic,Single
Brent,Dominguez,Temporary,27-05-1989,Laborer,MA,Male,35871,Hispanic,Married
Lorena,Graves,Temporary,25-06-1996,Manager,MA,Male,13357,Asian,Single
Lucian,Mora,Part-Time,16-12-1977,Foreman,MA,Male,51453,Asian,Married
Dangelo,Gould,Temporary,24-01-1988,Laborer,MA,Female,76246,Asian,Widowed
Humberto,Horn,Temporary,21-02-1997,Driver,MA,Female,57866,Hispanic,Single
Miranda,Chavez,Temporary,16-03-1982,Laborer,MA,Female,69720,Hispanic,Married
Makena,Mcintosh,Temporary,10-07-1993,Safety,MA,Female,31956,Black,Single
Armani,Crawford,Part-Time,25-02-1960,Technician,MA,Female,96317,White,Divorced
Eugene,Bird,Part-Time,21-02-1972,Laborer,MA,Female,78331,White,Divorced
Connor,Larsen,Part-Time,16-12-1963,Labor,MA,Female,89203,White,Married
Harley,Mccullough,Temporary,10-04-1997,Driver,MA,Female,68233,White,Married
Lucian,Montoya,Part-Time,14-07-1954,Supervisor,MA,Female,24188,Black,Single
Shiloh,Baird,Part-Time,13-08-1976,Technician,MA,Female,72868,Other,Single
Tara,Alvarado,Temporary,14-09-1965,Administrator,MA,Male,82061,Other,Divorced
Raina,Vaughan,Temporary,20-02-1958,Manager,MA,Male,19127,White,Single
Sienna,Bullock,Part-Time,20-12-1944,Technician,MA,Female,26670,Hispanic,Widowed
Tyrese,Goodman,Full-Time,29-03-1953,Driver,MA,Female,86883,White,Single
Giovanni,Landry,Temporary,20-08-1990,Engineer,MA,Male,83496,Black,Single
Javon,Moses,Temporary,12-03-1977,Lineman,MA,Male,5270,Hispanic,Married
Alonso,Williams,Full-Time,19-03-1995,Administrator,MA,Female,18041,Other,Widowed
Kamila,Rosales,Full-Time,08-10-1956,Engineer,MA,Female,55931,Hispanic,Married
Jadiel,French,Part-Time,03-08-1977,Driller,MA,Female,84889,Other,Married
Brennan,Jefferson,Part-Time,19-03-1994,Foreman,MA,Female,20292,Hispanic,Single
Noe,Glenn,Temporary,12-08-1946,Technician,MA,Male,46927,Black,Single
Vaughn,Kim,Temporary,29-05-1955,Foreman,MA,Male,14170,Other,Divorced
Anabel,Evans,Full-Time,03-03-2001,Technician,MA,Female,82370,Asian,Widowed
Elisabeth,Irwin,Temporary,07-03-1960,Engineer,MA,Female,83401,Other,Widowed
Bo,Bradford,Temporary,28-11-1975,Technician,MA,Female,28372,Hispanic,Divorced
Dustin,Beasley,Full-Time,01-10-1957,Supervisor,MA,Female,7304,Asian,Married
Dean,Winters,Full-Time,22-06-1958,Analyst,MA,Female,7717,Other,Single
Chanel,Dougherty,Temporary,08-03-1989,Engineer,MA,Female,50559,White,Widowed
Phoebe,Dorsey,Temporary,16-04-1989,Generalist,MA,Female,18652,Black,Married
Coleman,Bridges,Part-Time,30-08-1965,Laborer,MA,Female,24605,Hispanic,Divorced
Juliet,Bautista,Temporary,17-08-1976,Lineman,MA,Female,59499,Asian,Married
Julia,Lawrence,Part-Time,20-09-1995,Administrator,MA,Female,62387,Asian,Married
Kinley,Dean,Part-Time,09-04-1960,Lineman,MA,Male,4589,White,Divorced
Karina,Mccarthy,Full-Time,14-04-1972,Field Project Manager,MA,Male,46068,Other,Single
Ruben,Kirby,Full-Time,06-10-1942,Laborer,MA,Female,24519,Black,Divorced
Alexia,Hughes,Part-Time,13-07-1942,Engineer,MA,Female,46511,Hispanic,Married
Miles,Gill,Temporary,19-08-1993,Laborer,MA,Male,86113,Other,Married
Kaden,Woodard,Part-Time,07-11-1962,Foreman,MA,Male,16157,Other,Divorced
Frida,Wilkins,Full-Time,12-09-1963,Laborer,MA,Female,75398,Asian,Married
Kamron,Doyle,Part-Time,21-09-1953,Locator,MA,Female,35244,Other,Divorced
Blaine,Rose,Full-Time,04-12-1951,Coordinator,MA,Female,31819,White,Married
Elena,Gilmore,Part-Time,27-04-1994,Mechanic,MA,Male,77316,Black,Married
Ashlynn,Moses,Part-Time,09-07-2000,Technician,MA,Male,71882,Asian,Single
Esmeralda,Galvan,Temporary,02-02-1952,Vp,MA,Female,81260,Asian,Widowed
Ignacio,Wiley,Full-Time,15-10-1961,Shop,MA,Female,74813,Hispanic,Single
Lorena,Mahoney,Full-Time,02-07-1991,Laborer,MA,Female,43208,Hispanic,Married
Krystal,Atkinson,Part-Time,16-12-1971,Laborer,MA,Female,92712,Asian,Married
Soren,Merritt,Full-Time,13-05-1999,Engineer,MA,Female,53726,Hispanic,Divorced
Frida,Salazar,Part-Time,28-08-1971,Operator,MA,Female,31742,Asian,Widowed
Annie,Peters,Full-Time,20-02-1963,Project Manager,MA,Female,7547,Hispanic,Single
Zoie,Mercado,Part-Time,19-08-1944,Technician,MA,Female,42750,White,Widowed
Joanna,Arias,Temporary,23-03-1970,Director,MA,Female,40934,White,Widowed
Tristian,Wilcox,Temporary,27-02-1982,Manager,MA,Female,4664,Hispanic,Married
Zoey,Spence,Temporary,08-12-1955,Engineer,MA,Male,73153,Other,Divorced
Bradley,Barnes,Temporary,19-07-1980,Laborer,MA,Male,57107,Black,Married
Juliana,Schroeder,Full-Time,12-03-1949,Coordinator,MA,Female,18325,Hispanic,Divorced
Yasmin,Warren,Temporary,11-01-1971,Laborer,MA,Male,38175,Hispanic,Single
Izabella,Barron,Full-Time,25-10-1950,Technician,MA,Male,27412,White,Widowed
Victoria,Soto,Temporary,11-12-1995,Drafter,MA,Male,26808,Black,Widowed
Cody,Beard,Part-Time,24-03-1944,Director,MA,Female,43193,Black,Married
Abigayle,Mccann,Full-Time,27-04-1975,Operator,MA,Female,94816,Other,Married
Brenden,Marks,Part-Time,02-02-1985,Tower Hand,MA,Female,92438,Hispanic,Divorced
Jaqueline,Gallagher,Part-Time,01-10-1999,Tower Hand,MA,Male,12961,Hispanic,Widowed
Abagail,Banks,Full-Time,15-12-1986,Administrative,MA,Male,96477,White,Divorced
Nickolas,Guzman,Part-Time,21-04-1985,Business Development,MA,Female,31097,Black,Single
Guillermo,Rose,Full-Time,23-08-1971,Technician,MA,Female,11962,Other,Married
Moises,Brock,Part-Time,17-08-1942,Supervisor,MA,Female,29145,Other,Widowed
Hayden,Richmond,Part-Time,18-06-1972,Engineer,MA,Female,25033,Hispanic,Single
Evelin,Sellers,Full-Time,15-08-1996,Administrator,MA,Female,58830,Black,Widowed
Dereon,Hayes,Temporary,25-12-1964,Lineman,MA,Female,64063,White,Single
Marlee,Mathis,Full-Time,24-01-1960,Assistant,MA,Female,92210,Other,Single
Alice,House,Temporary,16-09-1980,Technician,MA,Female,79031,Black,Married
Jonathon,Thompson,Full-Time,05-07-1995,Groundman,MA,Female,47284,Hispanic,Single
Kendal,Abbott,Part-Time,29-06-1982,Laborer,MA,Female,42058,Asian,Widowed
Holly,Taylor,Temporary,03-10-1993,Engineer,MA,Male,75433,Other,Widowed
Hadassah,Blackburn,Part-Time,05-12-1983,Manager,MA,Male,22316,Hispanic,Widowed
Shaylee,Hall,Part-Time,18-04-1997,Laborer,MA,Female,96974,Other,Married
Richard,Nelson,Full-Time,05-06-1943,Manager,MA,Male,46694,Hispanic,Widowed
Leyla,Davila,Part-Time,05-03-1986,Splicer,MA,Male,4704,White,Married
Kolten,Calhoun,Temporary,26-11-1975,Engineer,MA,Male,35960,White,Divorced
Camille,Livingston,Full-Time,17-04-1971,Supervisor,MA,Female,76669,Asian,Single
Lilianna,Colon,Full-Time,04-07-1976,Vp,MA,Female,34189,White,Divorced
Chaim,Patrick,Temporary,15-04-1990,Groundman,MA,Male,16162,Black,Single
Amara,Castillo,Full-Time,24-08-1943,Operator,MA,Male,49777,Hispanic,Married
Joel,Eaton,Full-Time,30-05-1971,Director,MA,Male,18628,Other,Married
Priscilla,Walters,Temporary,13-05-1975,Engineer,MA,Female,5112,Other,Single
Nehemiah,Leach,Temporary,14-04-1947,Laborer,MA,Female,42288,Asian,Widowed
Ashtyn,Huynh,Full-Time,04-04-1987,Foreman,MA,Female,13579,Other,Divorced
Tristen,Reed,Full-Time,13-03-1980,Engineer,MA,Female,39855,Asian,Widowed
Braedon,Chandler,Part-Time,27-11-1953,Laborer,MA,Female,47571,Asian,Widowed
Nikolas,Hancock,Part-Time,27-07-1974,Laborer,MA,Female,90069,Hispanic,Married
Demetrius,Sanders,Full-Time,02-02-2000,Top Hand,MA,Female,25072,Other,Single
Tiana,Perry,Full-Time,05-09-1985,Lineman,MA,Female,2315,Asian,Widowed
Rene,Pena,Full-Time,10-03-1944,Technician,MA,Female,74746,Asian,Divorced
Angelo,Fox,Full-Time,21-08-1990,Technician,MA,Female,20157,Black,Widowed
Ernesto,Madden,Temporary,10-11-1964,Operator,MA,Male,11719,White,Married
Amari,Christian,Part-Time,11-11-2000,Foreman,MA,Female,30912,Black,Widowed
Lilly,Turner,Part-Time,19-12-1955,Locator,MA,Female,35052,Asian,Single
Rayne,Simpson,Full-Time,12-01-1950,Vp,MA,Male,13235,Hispanic,Divorced
Aaron,Tapia,Full-Time,18-01-2001,Splicer,MA,Male,27010,White,Widowed
Aimee,Santana,Full-Time,02-03-1961,Laborer,MA,Male,79458,Hispanic,Widowed
Raegan,Stanton,Temporary,19-02-1967,Cio,MA,Female,62937,Black,Widowed
Johan,Sosa,Full-Time,13-12-1972,Assistant,MA,Female,7598,Black,Widowed
Stacy,Bonilla,Temporary,11-12-1992,Construction Manager,MA,Male,26161,White,Married
Valery,Holder,Part-Time,16-07-1961,Laborer,MA,Male,43421,Black,Married
Skye,Cochran,Temporary,18-05-1994,Technician,MA,Female,53393,Other,Married
Jerimiah,Mendez,Part-Time,08-05-1957,Laborer,MA,Female,33362,Hispanic,Married
Madden,Lam,Part-Time,13-08-1952,Construction Manager,MA,Female,61239,Hispanic,Widowed
Nicole,Stone,Temporary,25-12-1993,Intern,MA,Female,31989,Hispanic,Widowed
Brice,Christian,Full-Time,01-08-1964,Engineer,MA,Male,75761,Asian,Widowed
Sage,Potter,Full-Time,16-01-1993,Executive,MA,Female,25854,Other,Married
Kyle,Peck,Temporary,15-08-1961,Technician,MA,Female,92807,Black,Widowed
Zaniyah,Roman,Full-Time,16-09-1976,Project Manager,MA,Female,5288,Black,Divorced
Katie,Gutierrez,Part-Time,03-04-1953,Laborer,MA,Female,66412,Asian,Widowed
Walker,Baird,Part-Time,04-10-1960,Technician,MA,Female,20484,Other,Single
Zackery,Sutton,Part-Time,13-07-1951,Project Manager,MA,Male,73854,White,Widowed
Hazel,Ponce,Part-Time,26-04-1966,Technician,MA,Female,86977,Hispanic,Divorced
Joey,Alvarez,Temporary,11-02-1993,Manager,MA,Female,40039,Asian,Widowed
Titus,Day,Temporary,16-06-1991,Project Manager,MA,Male,25683,Hispanic,Divorced
Bella,Norris,Temporary,24-02-1981,Project Manager,MA,Male,3170,Black,Married
Braden,Ballard,Full-Time,02-12-1965,Coordinator,MA,Male,32042,Other,Divorced
Aron,Graham,Full-Time,08-09-1947,Model Assistant,MA,Male,52047,Other,Divorced
Shamar,Cross,Full-Time,29-05-1956,Clerk,MA,Female,88833,Hispanic,Single
Kailee,Harmon,Temporary,09-03-1944,Administrator,MA,Female,3211,Black,Single
Alice,Kaufman,Temporary,26-11-1960,Engineer,MA,Female,5789,Black,Widowed
Cesar,House,Full-Time,04-03-1991,Technician,MA,Male,14685,Other,Widowed
Guillermo,Lynn,Full-Time,23-09-1960,Foreman,MA,Male,6954,Asian,Widowed
Myles,Hart,Temporary,24-12-1962,Technician,MA,Female,69989,Hispanic,Divorced
Deborah,Kline,Part-Time,29-11-1978,Manager,MA,Female,19999,Asian,Single
Patricia,Pruitt,Full-Time,15-03-1995,Coordinator,MA,Female,15282,Asian,Divorced
Alice,Craig,Full-Time,24-02-1975,Engineer,MA,Male,65852,Black,Widowed
Mariana,Copeland,Part-Time,01-01-1992,Laborer,MA,Male,79576,Asian,Single
Nick,Merritt,Full-Time,12-09-1986,Specialist,MA,Female,47974,Hispanic,Divorced
Chance,Warner,Part-Time,08-04-1951,Engineer,MA,Female,18550,Black,Married
Ryann,Tapia,Part-Time,19-01-1985,Manager,MA,Female,21985,Other,Widowed
Diego,Hays,Temporary,23-11-1989,Foreman,MA,Female,17356,Hispanic,Widowed
Gabriel,Adams,Temporary,19-07-1942,Laborer,MA,Female,82586,Asian,Single
Rohan,Mcdowell,Full-Time,20-09-1945,Lineman,MA,Male,74406,Black,Married
Sullivan,Whitehead,Temporary,13-04-1963,Cfo,MA,Female,11134,Black,Widowed
Lilliana,Randolph,Part-Time,20-08-1980,Tower Hand,MA,Male,71705,Hispanic,Married
Presley,Salazar,Full-Time,30-09-1994,Foreman,MA,Male,48643,White,Divorced
Lilianna,Lynn,Full-Time,10-04-1972,Administration,MA,Male,66491,Asian,Single
Gerardo,Sampson,Part-Time,24-07-1950,Foreman,MA,Male,40823,Asian,Single
Miguel,Kim,Temporary,01-04-1995,Engineer,MA,Female,95601,Other,Single
Muhammad,Mcpherson,Part-Time,01-07-1973,Coordinator,MA,Female,60634,Other,Widowed
Myles,Jensen,Part-Time,18-10-1943,Engineer,MA,Female,2053,White,Married
Alessandro,Harris,Temporary,04-05-1956,Tester,MA,Female,77910,Black,Single
Eugene,Reyes,Full-Time,05-01-1973,Technician,MA,Female,16737,Hispanic,Widowed
Shamar,Guzman,Part-Time,12-12-1984,Splicer,MA,Male,12898,Other,Divorced
Mohammed,Mcintyre,Temporary,18-02-1946,Technician,MA,Male,51245,Hispanic,Widowed
Travis,Morgan,Part-Time,02-07-1996,Technician,MA,Female,22497,White,Married
Alessandro,Fuller,Full-Time,09-09-1983,Foreman,MA,Male,30814,Black,Single
Kamden,Ochoa,Part-Time,20-10-1957,Technician,MA,Female,69254,Asian,Divorced
Charlee,Wiggins,Full-Time,15-08-1981,Engineer,MA,Male,20973,Other,Single
Natalia,Hamilton,Full-Time,18-11-1984,Laborer,MA,Male,43757,Asian,Widowed
Kierra,Boone,Full-Time,30-04-1968,Lineman,MA,Female,32811,Black,Single
Charlie,Ramirez,Full-Time,11-09-1969,Administrative,MA,Female,75995,Black,Married
Chris,Johnson,Temporary,15-08-1958,Administrator,MA,Female,2999,Other,Married
John,Bentley,Temporary,23-02-1998,Coordinator,MA,Female,75959,White,Married
Myla,Mcintyre,Part-Time,05-03-1978,Groundman,MA,Female,8372,Black,Divorced
Demarcus,Ware,Full-Time,13-11-1975,Laborer,MA,Male,82257,White,Divorced
Devon,Daniels,Full-Time,19-05-1993,Technician,MA,Female,23314,Hispanic,Married
Odin,Heath,Temporary,08-10-1990,Engineer,MA,Male,45740,Asian,Single
Bryanna,Mahoney,Part-Time,10-10-2000,Technician,MA,Female,60262,Asian,Married
Ashlynn,Thompson,Part-Time,25-12-1968,Locator,MA,Male,29223,White,Single
Ansley,Duke,Full-Time,19-10-1976,Operator,MA,Male,80948,Asian,Married
Izaiah,Quinn,Full-Time,20-10-1956,Laborer,MA,Female,95266,Black,Single
Hillary,Clements,Full-Time,06-03-1944,Laborer,MA,Female,33304,White,Divorced
Diana,Cameron,Temporary,10-12-1987,Shop,MA,Female,36632,Hispanic,Married
Rhianna,Allison,Temporary,24-02-1997,Technician,MA,Female,20625,White,Widowed
Ramon,Watson,Full-Time,26-11-1953,Engineer,MA,Male,26283,Black,Married
Raegan,Spence,Full-Time,28-01-1986,Flagger,MA,Female,67750,White,Single
Jacoby,Singleton,Part-Time,25-01-1962,Coordinator,MA,Female,53913,Hispanic,Widowed
Kara,Yates,Temporary,28-05-1993,Lineman,MA,Male,76052,White,Single
Beau,Barron,Full-Time,03-07-1995,Laborer,MA,Female,61768,Other,Single
Giovanna,Morton,Part-Time,19-03-1951,Director,MA,Male,33335,Asian,Divorced
Braelyn,Dominguez,Part-Time,16-01-1960,Foreman,MA,Male,69290,White,Married
Rhett,Andrews,Part-Time,03-06-1991,Laborer,MA,Female,65106,Black,Divorced
Terrell,Crosby,Full-Time,27-12-1991,Lineman,MA,Female,12740,Black,Divorced
Corbin,Roberson,Temporary,16-06-1977,Laborer,MA,Male,58121,White,Widowed
Micheal,Drake,Full-Time,08-08-1964,Foreman,MA,Female,95591,Black,Widowed
Evie,Mclaughlin,Full-Time,04-03-1967,Executive Assistant,MA,Male,70072,Asian,Single
Robert,Hubert,Temporary,09-12-1975,Supervisor,MA,Male,2134,Other,Divorced
Matthew,Westinghouse,Part-Time,21-01-1942,Director,MA,Male,2134,Asian,Single
Jason,Smith,Temporary,17-06-2001,Intern,MA,Male,2045,Other,Divorced
Charlie,Wang,Temporary,22-10-1996,Top Hand,MA,Male,1887,White,Widowed
Kurt,Navathe,Part-Time,16-09-1977,Manager,MA,Male,2056,Other,Single
Katie,Roper,Temporary,12-05-1947,Technician,MA,Female,2056,Other,Married
Maggie,Rachael,Full-Time,14-01-1966,Technician,MA,Female,2110,Other,Divorced
Binh,Le,Temporary,12-04-1974,Foreman,MA,Female,1886,Asian,Single
Lucia,Peterson,Full-Time,04-01-1946,Engineer,MA,Female,2970,Hispanic,Married
Nola,Moss,Temporary,05-02-1944,Foreman,MA,Female,13058,Other,Single
Chance,Braun,Full-Time,24-10-1986,Executive Assistant,MA,Female,20602,White,Widowed
Alma,Pennington,Full-Time,06-08-1970,Driller,MA,Female,40731,Black,Widowed
Miley,French,Temporary,05-05-1994,Laborer,MA,Female,94379,Black,Widowed
Kole,Levine,Part-Time,22-07-1974,Administration,MA,Male,62674,Black,Divorced
Azul,Watkins,Part-Time,26-09-1988,Safety,MA,Male,18618,Hispanic,Single
Landen,Blanchard,Part-Time,07-11-1998,Lineman,MA,Male,6067,White,Single
Leroy,Norman,Part-Time,18-01-1986,Foreman,MA,Male,78952,Black,Divorced
Nikhil,Pineda,Full-Time,20-07-1994,Accounting,MA,Male,82541,Asian,Divorced
Kadence,Simon,Full-Time,10-01-1958,Technician,MA,Male,87307,Black,Married
Elliot,Phillips,Full-Time,30-08-1961,Field Project Manager,MA,Female,59443,Hispanic,Divorced
Taniya,Daniels,Temporary,06-10-1989,Laborer,MA,Female,40835,Other,Married
Julia,Jimenez,Part-Time,23-09-1946,Project Manager,MA,Female,9049,Black,Single
Kamden,Paul,Full-Time,19-05-1981,Supervisor,MA,Male,12567,Other,Widowed
Octavio,Hicks,Temporary,05-10-2000,Foreman,MA,Male,94154,Other,Widowed
Jaidyn,Malone,Temporary,19-12-1975,Engineer,MA,Male,42258,Hispanic,Widowed
Cora,Perez,Full-Time,17-06-1987,Engineer,MA,Male,74220,Black,Divorced
Isis,Ayala,Part-Time,03-02-1986,Foreman,MA,Male,47015,Black,Widowed
Charlee,Calhoun,Part-Time,19-08-1977,Driver,MA,Male,96848,White,Single
Walter,Pruitt,Part-Time,10-03-1964,Groundman,TX,Male,87451,White,Single
Julie,Harrington,Temporary,27-02-1946,Technician,MA,Male,29739,Asian,Widowed
Amara,Wood,Temporary,23-01-1993,Laborer,MA,Female,13117,Black,Widowed
Nevaeh,Ponce,Full-Time,01-06-1985,Driver,MA,Female,2581,White,Single
Greta,Fields,Temporary,07-01-1957,Foreman,MA,Male,63435,Hispanic,Married
Zackery,Hess,Temporary,19-12-1999,Administrative,MA,Male,87224,Black,Divorced
Chloe,Gould,Temporary,01-09-1942,Project Manager,MA,Male,3563,Black,Married
Elyse,Chandler,Temporary,20-05-1985,Tower Hand,MA,Male,10497,Black,Single
Isaias,Briggs,Part-Time,30-08-1969,Engineer,MA,Male,38675,Other,Married
Allison,Frank,Part-Time,29-12-1975,Laborer,MA,Male,72313,Other,Widowed
Joaquin,Hahn,Part-Time,30-06-1977,Laborer,MA,Female,39930,White,Single
Drake,Nicholson,Full-Time,02-07-1971,Technician,MA,Male,47536,Other,Widowed
Kenna,Porter,Full-Time,16-05-1982,Clerk,MA,Male,91255,Hispanic,Divorced
Peter,Wong,Full-Time,04-11-1963,Engineer,MA,Female,19115,Hispanic,Married
Fatima,Pennington,Full-Time,30-01-1961,Lineman,MA,Female,32063,Asian,Widowed
Lainey,Ayers,Full-Time,10-09-1991,Laborer,MA,Male,2597,White,Single
Tania,Jennings,Part-Time,10-07-1963,Coordinator,MA,Male,30018,Black,Widowed
Kara,Ferrell,Part-Time,22-07-1978,Locator,OR,Male,38619,Black,Divorced
George,Sheppard,Full-Time,19-03-1972,Splicer,MA,Male,62112,Black,Widowed
Taniyah,Mcmillan,Part-Time,07-09-1947,Laborer,MA,Male,35842,Black,Single
Kole,Avila,Temporary,14-09-1961,Executive Assistant,MA,Male,78813,Asian,Divorced
Ernest,Munoz,Full-Time,06-11-1960,Laborer,MA,Female,4772,Other,Widowed
Rose,Jordan,Full-Time,10-10-1964,Coordinator,MA,Female,83162,White,Married
Amaris,Torres,Part-Time,26-05-1947,Tester,MA,Male,21426,Asian,Married
Titus,Lowe,Full-Time,07-11-1950,Laborer,MA,Female,74874,Other,Widowed
Savanah,Prince,Full-Time,17-06-1946,Laborer,MA,Female,56043,Other,Married
Dawson,Pollard,Part-Time,02-11-1959,Technician,MA,Male,59192,Hispanic,Widowed
Moises,Day,Full-Time,12-08-1963,Foreman,MA,Male,82767,Other,Widowed
Sadie,Sheppard,Part-Time,22-11-1965,Foreman,OR,Female,44156,Other,Widowed
Soren,Coleman,Part-Time,28-03-1946,Technician,MA,Female,59433,Black,Widowed
Sage,Morris,Part-Time,14-12-1944,Project Manager,MA,Male,42691,Black,Widowed
Lillian,Steele,Temporary,01-09-1976,Laborer,MA,Male,33673,Other,Divorced
Deanna,Meza,Temporary,10-10-1974,Engineer,MA,Female,34659,White,Divorced
Troy,Todd,Part-Time,29-12-1970,Foreman,MA,Female,65125,Black,Married
Beckett,Shea,Part-Time,14-02-1988,Lineman,MA,Female,97969,Other,Married
Eve,Barker,Part-Time,07-03-1963,Engineer,MA,Male,18894,Hispanic,Widowed
Lillie,Wilkerson,Full-Time,26-06-1968,Foreman,MA,Female,16287,Black,Divorced
Alexis,Harrell,Full-Time,06-03-1954,Intern,MA,Male,63472,Black,Widowed
Mylee,Snow,Full-Time,25-04-1967,Drafter,MA,Male,19801,White,Widowed
Elsa,Mckenzie,Full-Time,23-07-1956,Mechanic,OR,Male,34107,Other,Divorced
Kolby,Reed,Temporary,04-12-1985,Technician,MA,Male,35372,Other,Married
Kyler,Morales,Temporary,20-01-1942,Administrative,MA,Male,56249,Black,Widowed
Jasiah,Walton,Part-Time,21-01-1946,Technician,MA,Male,77562,Black,Widowed
Urijah,Brandt,Part-Time,23-09-1943,Engineer,MA,Female,23764,Other,Widowed
Gianna,Pope,Part-Time,13-08-1985,Tower Hand,MA,Female,2558,Other,Single
Malia,Reynolds,Temporary,04-10-1961,Foreman,MA,Male,82773,Asian,Married
Claire,Gordon,Full-Time,13-11-1981,Specialist,MA,Female,20654,Other,Widowed
Joshua,Hall,Temporary,16-09-1962,Coordinator,MA,Male,74846,Hispanic,Married
Mattie,Peters,Part-Time,15-06-1987,Foreman,MA,Male,3758,Asian,Widowed
Makai,Nolan,Part-Time,14-11-1994,Engineer,MA,Male,5156,White,Married
Trevon,Briggs,Part-Time,17-06-1993,Manager,MA,Male,64233,Hispanic,Married
Gretchen,Weeks,Temporary,08-04-1958,Engineer,MA,Male,61270,Asian,Widowed
Corey,Hurst,Full-Time,06-11-1954,Flagger,MA,Male,36731,Other,Single
